SEG_ID	Doc	Source	Tagged Source	Target	MT	Tagged_Target	Error Category	Severity	Annotator_ID
3	doc5	Cet article explore l’impact des différents polluants atmosphériques sur la BPCO, l’asthme ainsi que le ­cancer pulmonaire.		This article explores the impact of different air pollutants on copd, asthma and lung cancer.	Huawei_AGI_run3				217670
4	doc5	Les conséquences de la pollution domestique sur le système respiratoire ainsi que l’impact de la pollution ­atmosphérique sur l’effort physique seront également abordés.		The consequences of domestic pollution on the respiratory system as well as the impact of air pollution on physical effort will also be discussed.	Huawei_AGI_run3				217670
1	doc6	Mise au point sur les fractures diaphysaires de l’humérus.		Update on diaphyseal fractures of the humerus.	Huawei_AGI_run3				217670
2	doc6	Les fractures de la diaphyse humérale sont relativement fréquentes et représentent jusqu’à 5 % des fractures.		Fractures of the humeral shaft are relatively common and account for up to 5% of fractures.	Huawei_AGI_run3				217670
3	doc6	Le traitement conservateur par brace est le traitement de choix pour la majorité des fractures. 		Conservative brace treatment is the treatment of choice for the majority of fractures.	Huawei_AGI_run3				217670
4	doc6	Il permet un taux élevé de consolidation et est associé à de bons résultats fonctionnels.		It allows a high rate of consolidation and is associated with good functional results.	Huawei_AGI_run3				217670
5	doc6	L’âge ainsi que les fractures obliques du tiers proximal sont deux facteurs de risque de pseudarthrose en présence desquels une prise en charge chirurgicale doit être plus facilement envisagée.		Age and proximal third oblique fractures are two risk factors for pseudoarthrosis and surgical management should be more readily considered.	Huawei_AGI_run3				217670
6	doc6	Lorsqu’ils sont indiqués, l’ostéosynthèse par plaque et l’enclouage centromédullaire offrent des taux de consolidation et des résultats fonctionnels équivalents, avec cependant un risque de problème d’épaule plus important après enclouage.		When indicated, plate osteosynthesis and intramedullary nailing offer similar rates of consolidation and functional outcomes, with a higher risk of shoulder problems after nailing.	Huawei_AGI_run3				217670
7	doc6	Finalement, l’exploration chirurgicale immédiate du nerf radial n’est pas recommandée, même en cas de parésie secondaire à la réduction de la fracture.		Finally, immediate surgical exploration of the radial nerve is not recommended, even in cases of paresis secondary to the reduction of the fracture.	Huawei_AGI_run3				217670
1	doc8	Diagnostic et prise en charge de l’embolie pulmonaire - Quelques réflexions sur les dernières recommandations de l’European Society of Cardiology.		Diagnosis and management of pulmonary embolism: some reflections on the latest recommendations of the european society of cardiology.	Huawei_AGI_run3				217670
2	doc8	Les dernières recommandations de l’European Society of Cardiology sur la prise en charge diagnostique et thérapeutique de l’embolie pulmonaire (EP) publiées cette année apportent une mise à jour importante par rapport à la version 2014.		The latest recommendations of the european society of cardiology on the diagnostic and therapeutic management of pulmonary embolism (pe) published this year provide an important update compared to the 2014 version.	Huawei_AGI_run3				217670
3	doc8	Au niveau du diagnostic, l’adaptation du seuil de D-dimères à l’âge du patient est actuellement suggérée, et un algorithme diagnostique durant la grossesse est proposé.		At the diagnostic level, the adaptation of the d-dimer threshold to the age of the patient is currently suggested, and a diagnostic algorithm during pregnancy is proposed.	Huawei_AGI_run3				217670
4	doc8	Des recommandations détaillées quant à l’orientation initiale des patients avec EP aiguë sont exposées en fonction de critères de stratification pronostique, de même que pour le suivi clinique après EP.		Detailed recommendations for the initial referral of patients with acute pe are outlined based on prognostic stratification criteria, as well as for clinical follow-up after pe.	Huawei_AGI_run3				217670
5	doc8	Enfin, sur la base des dernières données à disposition, les anticoagulants oraux directs sont intégrés dans l’arsenal thérapeutique du traitement des thromboses associées au cancer.		Finally, based on the latest available data, direct oral anticoagulants are integrated into the therapeutic arsenal for the treatment of thrombosis associated with cancer.	Huawei_AGI_run3				217670
1	doc10	L’objectif principal de cet article est de présenter le développement, la validation et la normalisation du Questionnaire Sémantique de Québec (QueSQ).		The main objective of this article is to present the development, validation and standardization of the quebec semantic questionnaire (quesq).	Huawei_AGI_run3				217670
2	doc10	Le QueSQ est un questionnaire comportant 12 items, permettant le dépistage rapide des troubles sémantiques.		The quesq is a 12-item questionnaire for the rapid screening of semantic disorders.	Huawei_AGI_run3				217670
3	doc10	Il a été conçu en tenant compte des paramètres psycholinguistiques pouvant influencer la performance, soit la nature des traits sémantiques et la catégorie sémantique superordonnée.		It was designed taking into account the psycholinguistic parameters that can influence performance, namely the nature of semantic traits and the superordinate semantic category.	Huawei_AGI_run3				217670
4	doc10	L’étude de validation a permis de mettre en évidence certaines des qualités psychométriques du QueSQ.		The validation study highlighted some of the psychometric qualities of the quesq.	Huawei_AGI_run3				217670
5	doc10	Les données normatives du QueSQ, établies en fonction de l’âge et du niveau de scolarité, ont été obtenues auprès de 100 personnes franco-québécoises âgées de 50 ans et plus.		Normative data from the quesq, based on age and level of education, were obtained from 100 french-quebecers aged 50 and over.	Huawei_AGI_run3				217670
1	doc11	Estimer l'ampleur de la consommation illicite de cigarettes en Inde grâce à une approche basée sur l'écart fiscal.		To estimate the extent of illicit cigarette consumption in india using a tax gap approach.	Huawei_AGI_run3				217670
2	doc11	Pour procéder à l'analyse de l'écart fiscal, la consommation illicite de cigarettes en Inde a été définie en calculant la différence entre la consommation totale et la consommation légale.		For the tax gap analysis, illicit cigarette consumption in india was defined by calculating the difference between total consumption and legal consumption.	Huawei_AGI_run3				217670
3	doc11	Les données relatives à la consommation totale de cigarettes proviennent des résultats nationaux de deux Enquêtes mondiales sur le tabagisme chez l'adulte (GATS), menées de 2009 à 2010 et de 2016 à 2017.		Data on total cigarette consumption were obtained from the national results of two global adult tobacco survey (gats) surveys, conducted from 2009 to 2010 and from 2016 to 2017.	Huawei_AGI_run3				217670
4	doc11	Celles sur la consommation légale ont été extraites des données du gouvernement indien concernant la production et le commerce de cigarettes dans le pays.		Forensic consumption data were extracted from indian government data on cigarette production and trade in the country.	Huawei_AGI_run3				217670
5	doc11	La consommation totale s'élevait à 104,8 milliards de cigarettes de 2009 à 2010, et à 94,2 milliards de cigarettes de 2016 à 2017. 		Total cigarette consumption was 104.8 billion cigarettes from 2009 to 2010, and 94.2 billion cigarettes from 2016 to 2017.	Huawei_AGI_run3				217670
6	doc11	Ce qui représente une baisse de 10,6 milliards de cigarettes, donc de 10%, au cours de cette période.		This represents a decrease of 10.6 billion cigarettes, i.e. by 10%, over this period.	Huawei_AGI_run3				217670
7	doc11	La consommation légale a chuté, passant de 99,4 à 88,5 milliards de cigarettes sur la même période, une diminution de 11%.		Legal cigarette use fell from 99.4 to 88.5 billion cigarettes over the same period, a decrease of 11%.	Huawei_AGI_run3				217670
8	doc11	Par conséquent, la consommation illicite est estimée à 5,4 milliards de cigarettes de 2009 à 2010, et à 5,6 milliards de cigarettes de 2016 à 2017. 		As a result, illicit use is estimated at 5.4 billion cigarettes between 2009 and 2010, and 5.6 billion cigarettes between 2016 and 2017.	Huawei_AGI_run3				217670
9	doc11	L'équivalent de 5,1% et 6,0% du marché, respectivement.		The equivalent of 5.1% and 6.0% of the market, respectively.	Huawei_AGI_run3				217670
10	doc11	Ainsi, sur l'ensemble des cigarettes consommées en Inde, seule une cigarette sur vingt environ était illicite.		Thus, of all the cigarettes smoked in india, only about one cigarette in twenty was illegal.	Huawei_AGI_run3				217670
11	doc11	Entre 2016 et 2017, on considère que le commerce illicite de cigarettes a rapporté l'équivalent de 49 milliards de roupies indiennes (753 millions de dollars américains) de ventes au détail, tandis que le manque à gagner fiscal s'est élevé à 25 milliards de roupies indiennes (390 millions de dollars américains).		Between 2016 and 2017, the illicit cigarette trade is estimated to have generated the equivalent of 49 billion indian rupees (us$753 million) in retail sales, while the tax shortfall amounted to 25 billion indian rupees (us$390 million).	Huawei_AGI_run3				217670
12	doc11	La consommation illicite de cigarettes est relativement modeste en Inde par rapport aux standards internationaux.		Illicit cigarette use in india is relatively modest compared to international standards.	Huawei_AGI_run3				217670
13	doc11	Néanmoins, le pays devrait renforcer ses capacités de contrôle du commerce illicite du tabac dans le cadre d'une stratégie complète de lutte contre le tabagisme, tout en continuant à mettre en œuvre les mesures traditionnelles visant à réduire la demande, comme la taxation du tabac.		Nevertheless, the country should strengthen its capacity to control the illicit tobacco trade as part of a comprehensive tobacco control strategy, while continuing to implement traditional demand reduction measures, such as tobacco taxation.	Huawei_AGI_run3				217670
1	doc14	Approche diagnostique de la dyspnée chronique chez l’adulte.		Diagnostic approach to chronic dyspnea in adults.	Huawei_AGI_run3				217670
2	doc14	La dyspnée est un symptôme qui résulte d’une interaction complexe entre de multiples mécanismes incomplètement élucidés à l’heure actuelle.		Dyspnea is a symptom that results from a complex interaction between multiple mechanisms that are currently incompletely understood.	Huawei_AGI_run3				217670
3	doc14	Elle est fréquemment rencontrée en médecine de premier recours et elle est considérée comme chronique si elle dure plus d’un mois.		She is frequently encountered in primary care and is considered chronic if it lasts more than a month.	Huawei_AGI_run3				217670
4	doc14	Dans 85 % des cas, la cause est une pathologie cardiorespiratoire.		In 85% of cases, the cause is cardiorespiratory pathology.	Huawei_AGI_run3				217670
5	doc14	Elle est à elle seule un prédicteur de morbidité et de mortalité important, impactant sensiblement la qualité de vie du patient.		It alone is a significant predictor of morbidity and mortality, significantly impacting the patient's quality of life.	Huawei_AGI_run3				217670
6	doc14	Les étiologies sont multiples. 		The etiologies are multiple.	Huawei_AGI_run3				217670
7	doc14	En cas de dyspnée chronique d’étiologie indéterminée, les explorations fonctionnelles respiratoires et un test d’effort cardiopulmonaire aident à une meilleure compréhension de la physiopathologie de la dyspnée et permettent ainsi d’affiner le diagnostic.		In case of chronic dyspnea of undetermined etiology, respiratory function tests and a cardiopulmonary exercise test help to better understand the pathophysiology of dyspnea and thus help to refine the diagnosis.	Huawei_AGI_run3				217670
1	doc15	Une brève introduction à l’intelligence artificielle.		A brief introduction to artificial intelligence.	Huawei_AGI_run3				217670
2	doc15	Depuis plus d’une décennie, l’intelligence artificielle (IA) vit une accélération dans son développement et son adoption.		For more than a decade, artificial intelligence (ai) has seen an acceleration in its development and adoption.	Huawei_AGI_run3				217670
3	doc15	En médecine, elle intervient dans la recherche fondamentale et clinique, la pratique hospitalière, les examens médicaux, les soins ou encore la logistique.		In medicine, it is involved in basic and clinical research, hospital practice, medical examinations, care and logistics.	Huawei_AGI_run3				217670
4	doc15	Ce qui contribue à l’affinement des diagnostics et des pronostics, à une médecine encore plus personnalisée et ciblée, à des avancées dans les technologies d’observations et d’analyses ou encore dans les outils d’interventions chirurgicales et autres robots d’assistance.		This contributes to the refinement of diagnosis and prognosis, to an even more personalized and targeted medicine, to advances in observation and analysis technologies or even in the tools of surgical interventions and other assistive robots.	Huawei_AGI_run3				217670
5	doc15	De nombreux enjeux propres à l’IA et à la médecine, tels que la dématérialisation des données, le respect de la vie privée, l’explicabilité1 des algorithmes, la conception de systèmes d’IA inclusifs ou leur reproductibilité, sont à surmonter pour construire une confiance du corps hospitalier dans ces outils.		Many challenges specific to ai and medicine, such as the dematerialization of data, respect for privacy, the explicability1 of algorithms, the design of inclusive ai systems or their reproducibility, must be overcome in order to build the trust of the hospital body in these tools.	Huawei_AGI_run3				217670
6	doc15	Cela passe par une maîtrise des concepts fondamentaux que nous présentons ici.		This requires a mastery of the fundamental concepts that we present here.	Huawei_AGI_run3				217670
1	doc20	Cas clinique. Spondylolyse cervicale : une découverte fortuite rare.		Clinical case. cervical spondylolysis: a rare fortuitous discovery.	Huawei_AGI_run3				217670
2	doc20	Un jeune patient a consulté en médecine physique pour des douleurs aux niveaux de l’omoplate et de la racine du membre supérieur droit apparues suite au port d’une charge lourde.		A young patient presented to physical medicine with scapula and root pain of the right upper limb following a heavy load.	Huawei_AGI_run3				217670
3	doc20	Après quelques semaines, le patient se plaignait également de cervicalgies.		After a few weeks, the patient also complained of neck pain.	Huawei_AGI_run3				217670
4	doc20	Un scanner du rachis cervical a objectivé fortuitement une spondylolyse C6 droite.		A ct scan of the cervical spine fortuitously revealed a right c6 spondylolysis.	Huawei_AGI_run3				217670
5	doc20	Un bilan complémentaire par scintigraphie osseuse a révélé que la lésion était ancienne et qu’elle n’était probablement pas la cause de la symptomatologie.		Further evaluation by bone scintigraphy revealed that the lesion was old and probably not the cause of the symptoms.	Huawei_AGI_run3				217670
6	doc20	La lyse isthmique cervicale est une pathologie peu répandue. 		Cervical isthmic lysis is a rare disease.	Huawei_AGI_run3				217670
7	doc20	Très connue à l’étage lombaire, la spondylolyse est rare et souvent ignorée au niveau cervical.		Spondylolysis is very common in the lumbar region and is rare and often overlooked in the cervical region.	Huawei_AGI_run3				217670
7	doc20	Très connue à l’étage lombaire, la spondylolyse est rare et souvent ignorée au niveau cervical.		The etiology, pathophysiology, imaging and management of this cervical pathology are discussed in this article.	Huawei_AGI_run3				217670
1	doc21	Pandémie de Covid-19 : qu’en est-il pour les patients atteints dans leur santé mentale ?		Covid-19 pandemic: what about patients with mental health issues?	Huawei_AGI_run3				217670
2	doc21	La pandémie de Covid-19 représente une adversité importante pour la population générale.		The Covid-19 pandemic represents a significant adversity for the general population.	Huawei_AGI_run3				217670
3	doc21	Qu’en est-il pour les personnes déjà atteintes dans leur santé mentale ?		What about people already suffering from mental health problems?	Huawei_AGI_run3				217670
4	doc21	Nous rapportons les résultats d’un questionnaire proposé systématiquement à des patients suivis dans une consultation psychiatrique.		We report the results of a questionnaire systematically proposed to patients followed in a psychiatric consultation.	Huawei_AGI_run3				217670
5	doc21	L’objectif était de déterminer le vécu des patients face à la première vague de la pandémie, l’impact de celle-ci sur le sens de leur vie et leur spiritualité, puis les moyens d’aide (médicale et autres) dont ils bénéficient.		The objective was to determine the patients' experience with the first wave of the pandemic, its impact on the meaning of their lives and their spirituality, and the means of help (medical and other) they receive.	Huawei_AGI_run3				217670
6	doc21	Les résultats soulignent que le rôle du suivi ambulatoire (parfois seul à se maintenir lorsque des mesures de confinement sont mises en place) est important pour un grand nombre de patients.		The results emphasize that the role of ambulatory follow-up (sometimes the only one to be maintained when containment measures are put in place) is important for a large number of patients.	Huawei_AGI_run3				217670
7	doc21	Au total, ces données justifient et informent la poursuite de traitements psychiatriques et psychothérapeutiques en période de pandémie.		All in all, these data justify and inform the continuation of psychiatric and psychotherapeutic treatments in the period of the pandemic.	Huawei_AGI_run3				217670
1	doc24	Buyers’ club : une alternative pour l’accès au traitement ?		Buyers' club: an alternative for access to treatment?	Huawei_AGI_run3				217670
2	doc24	La prise en charge médicamenteuse rapide pour les patients infectés par le VIH, le VHC ou le VHB est un élément clé pour obtenir une réponse clinique favorable en termes de morbidité, mortalité, et qualité de vie, et elle permet de diminuer les risques de transmission.		Prompt drug management for patients infected with hiv, hcv or hbv is a key element in achieving a favourable clinical response in terms of morbidity, mortality, and quality of life, and it reduces the risk of transmission.	Huawei_AGI_run3				217670
3	doc24	Lorsqu’un médicament est cher, l’accès aux traitements pour un·e patient·e sans assurance avec des ressources limitées est une barrière qui peut conduire à renoncer aux soins pour des raisons économiques.		When a drug is expensive, access to treatment for an uninsured patient with limited resources is a barrier that can lead to the abandonment of care for economic reasons.	Huawei_AGI_run3				217670
4	doc24	Un buyers’ club est une structure dont l’objectif est d’apporter une aide logistique et/ou financière à un·e patient·e qui souhaite importer à titre personnel un médicament de qualité et efficace à des conditions économiquement plus favorables.		A buyers' club is a structure whose objective is to provide logistical and/or financial assistance to a patient who wishes to import a quality and effective medicine on a personal basis under more favourable economic conditions.	Huawei_AGI_run3				217670
5	doc24	L’achat du médicament se fait par internet.		The medicine is bought on the internet.	Huawei_AGI_run3				217670
1	doc25	Le mouvement canadienne d'accueil des réfugiés (2015-2016) a été l'un des exemples d'action collective les plus importants, visibles et efficaces de l'histoire récente du Canada.		Canada's refugee movement (2015-2016) has been one of the most significant, visible and effective examples of collective action in recent canadian history.	Huawei_AGI_run3				217670
2	doc25	Il avait une portée nationale et une initiation à la base.		It had a national scope and an introduction to basics.	Huawei_AGI_run3				217670
3	doc25	Il comprenait une grande variété de participants et utilisait activement les médias sociaux dans sa constitution.		It included a wide variety of participants and actively used social media in its constitution.	Huawei_AGI_run3				217670
4	doc25	Cet article présente les résultats d'une étude de cas multi-méthodes qui cherche à expliquer comment les cadres d'action collective sont apparus dans le contexte du Mouvement canadien d'accueil des réfugiés; quels acteurs étaient impliqués dans leur articulation; et comment ils ont attiré les autres et généré une action collective et un effet humanitaire et politique.		This paper presents the results of a multi-method case study that seeks to explain how frameworks of collective action emerged within the context of the canadian refugee movement; which actors were involved in their articulation; and how they attracted others and generated collective action and a humanitarian and political effect.	Huawei_AGI_run3				217670
5	doc25	L'accent est mis sur les processus discursifs de construction de la solidarité à travers la différence tels qu'ils se déroulent dans l'environnement des médias sociaux.		The focus is on the discursive processes of building solidarity through difference as they unfold in the social media environment.	Huawei_AGI_run3				217670
6	doc25	Les pages d'événements Facebook appelant à des rassemblements en faveur des réfugiés syriens ont servi d'espace discursif qui a contribué à transformer le choc moral subi par les membres de différentes communautés morales en un processus de concertation des voix et de construction de cadres de solidarité et d'action collective à travers différences.		Facebook event pages calling for rallies for syrian refugees served as a discursive space that helped to turn the moral shock suffered by members of different moral communities into a process of concerted voices and building frameworks of solidarity and collective action across differences.	Huawei_AGI_run3				217670
1	doc27	RéSUMé:		ABSTRACT:	Huawei_AGI_run3				217670
2	doc27	 OBJECTIFS:		OBJECTIVES	Huawei_AGI_run3				217670
3	doc27	 La pandémie de COVID-19 perturbe profondément la vie quotidienne au Canada.		The Covid-19 pandemic is deeply disrupting daily life in canada.	Huawei_AGI_run3				217670
4	doc27	Notre étude évalue les changements survenus dans les comportements de santé aux premiers stades de la pandémie et examine les disparités sociodémographiques associées à ces changements.		Our study assesses changes in health behaviours in the early stages of the pandemic and examines the sociodemographic disparities associated with these changes.	Huawei_AGI_run3				217670
5	doc27	MéTHODE:		METHOD:	Huawei_AGI_run3				217670
6	doc27	 Nous analysons les données sur les adultes de 25 ans et plus (N = 4 383) tirées de la Série d’enquêtes sur les perspectives canadiennes 1 : Répercussions de la COVID-19 (SEPC-COVID) d’usage public.		We analyze data on adults aged 25 years and older (n=4,383) from the canadian perspectives survey series 1: the impact of public use Covid-19 (sepc-Covid).	Huawei_AGI_run3				217670
7	doc27	Des modèles de régression multinomiale permettent d’évaluer l’association entre les caractéristiques démographiques et socioéconomiques et les augmentations ou les diminutions de six comportements de santé : usage de l’alcool, du tabac et du cannabis, consommation d’aliments vides et temps passé devant la télévision et sur Internet.		Multinomial regression models assess the association between demographic and socioeconomic characteristics and increases or decreases in six health behaviours: alcohol, tobacco and cannabis use, junk food use, and television and internet time.	Huawei_AGI_run3				217670
8	doc27	RéSULTATS: 		RESULTS	Huawei_AGI_run3				217670
9	doc27	Nos constatations varient entre ces six comportements, mais dans l’ensemble, il y a eu une augmentation des comportements de santé négatifs : 14 % des Canadiens adultes ont dit avoir accru leur usage de l’alcool (IC de 95 % = 0,12, 0,15), 25 % ont accru leur consommation d’aliments vides (IC de 95 % = 0,23, 0,27), et plus de 60 % ont accru leur temps d’écran (62 %, IC de 95 % = 0,60, 0,65 pour la télévision et 66 %, IC de 95 % = 0,63, 0,68 pour Internet).		Our findings vary among these six behaviours, but overall there was an increase in negative health behaviours: 14% of canadian adults reported increased alcohol use (95% ci=0.12, 0.15), 25% increased junk food consumption (95% ci=0.23, 0.27), and more than 60% increased screen time (62%, 95% ci=0.60, 0.65 for television and 66%, 95% ci=0.63, 0.68 for the internet).	Huawei_AGI_run3				217670
10	doc27	Les jeunes adultes et les adultes nés au Canada étaient plus susceptibles d’avoir accru leurs comportements de santé négatifs que les adultes âgés et ceux ayant immigré au Canada.		Canadian-born young adults and adults were more likely to have increased their negative health behaviours than older adults and those who had immigrated to canada.	Huawei_AGI_run3				217670
11	doc27	Les adultes ayant dit subir des contrecoups financiers de la COVID-19 étaient plus susceptibles d’avoir accru tous leurs comportements de santé négatifs (p. ex., pour la consommation accrue d’aliments vides, le rapport de risque relatif [RRR] = 1,81, IC de 95 % = 1,49, 2,20, comparativement au groupe n’ayant pas subi de contrecoups financiers).		Adults who reported financial harm from Covid-19 were more likely to have increased all negative health behaviours (e.g., increased junk food consumption, relative risk ratio [rrr]=1.81, 95% ci=1.49, 2.20, compared to the no financial harm group).	Huawei_AGI_run3				217670
12	doc27	CONCLUSION: 		CONCLUSION	Huawei_AGI_run3				217670
13	doc27	Notre étude décrit la détérioration globale des comportements de santé aux premiers stades de la pandémie de COVID-19.		Our study describes the overall deterioration of health behaviours in the early stages of the Covid-19 pandemic.	Huawei_AGI_run3				217670
14	doc27	Pour réduire les torts que cela peut causer à long terme à la santé de la population canadienne, il faut, selon les résultats, adapter les interventions, surtout aux jeunes Canadiens, et atténuer les contrecoups financiers de la pandémie, qui sont liés à des changements négatifs dans les comportements de santé.		Reducing the long-term harm to the health of canadians requires, based on the results, tailoring interventions, particularly to young canadians, and mitigating the financial impact of the pandemic, which is linked to negative changes in health behaviours.	Huawei_AGI_run3				217670
1	doc28	La pandémie COVID-19 a provoqué des perturbations rapides, vastes et importantes dans le travail et la vie de famille.		The Covid-19 pandemic caused rapid, widespread and significant disruptions to work and family life.	Huawei_AGI_run3				217670
2	doc28	En conséquence, ces changements dramatiques peuvent avoir remodelé la division parentale du travail entre les sexes à court terme.		As a result, these dramatic changes may have reshaped the parental division of labor between the sexes in the short term.	Huawei_AGI_run3				217670
3	doc28	À l'aide de données provenant de 1 234 parents canadiens vivant dans des relations de sexe différent, nous comparons les rapports rétrospectifs sur le partage perçu de la répartition des tâches ménagères et de garde d'enfants avant la déclaration de la pandémie aux évaluations de l'égalité par la suite.		Using data from 1,234 canadian parents living in sex-separated relationships, we compare retrospective reports on the perceived sharing of household and childcare responsibilities before the pandemic was declared with subsequent equality assessments.	Huawei_AGI_run3				217670
4	doc28	En outre, nous décrivons les perceptions des changements dans l'engagement des pères dans ces tâches en général, par sexe des répondants et par conditions d'emploi avant et pendant la pandémie.		In addition, we describe perceptions of changes in fathers' engagement in these tasks in general, by gender of respondents and by employment conditions before and during the pandemic.	Huawei_AGI_run3				217670
5	doc28	Les résultats indiquent de petits changements vers une division du travail plus égalitaire au cours des premiers mois de «verrouillage», avec une participation accrue des pères aux travaux ménagers et à la garde des enfants, ce qui confirme l'hypothèse d'exposition aux besoins.		The results indicate small shifts towards a more egalitarian division of labour during the first few months of lockdown, with increased involvement of fathers in household chores and child care, supporting the exposure-to-need hypothesis.	Huawei_AGI_run3				217670
6	doc28	Nous concluons en discutant des différences entre les sexes dans les rapports des parents et des implications potentielles pour l’égalité entre les sexes à long terme.		We conclude by discussing gender differences in parent reports and the potential implications for long-term gender equality.	Huawei_AGI_run3				217670
1	doc29	La pédiatrie intégrative fait partie intégrante des soins pédiatriques en Suisse.		Integrative pediatrics is an integral part of pediatric care in switzerland.	Huawei_AGI_run3				217670
2	doc29	Basée sur l’évidence et l’expérience, la pédiatrie intégrative utilise des thérapies conventionnelles et complémentaires dans une approche interprofessionnelle, pour promouvoir de manière optimale le développement et la santé des enfants et adolescents.		Based on evidence and experience, integrative pediatrics uses conventional and complementary therapies in an interprofessional approach, to optimally promote the development and health of children and adolescents.	Huawei_AGI_run3				217670
3	doc29	La Suisse dispose d’un niveau élevé de soins pédiatriques incluant la médecine complémentaire.		Switzerland has a high level of pediatric care including complementary medicine.	Huawei_AGI_run3				217670
4	doc29	De nombreux pédiatres et médecins de famille offrent une approche intégrative aux patients, basée sur des formations supplémentaires en médecine complémentaire, ce qui garantit une prise en charge large et compétente.		Many paediatricians and family doctors offer an integrative approach to patients, based on additional training in complementary medicine, which guarantees a broad and competent care.	Huawei_AGI_run3				217670
5	doc29	Le Groupe d’intérêt suisse pour la pédiatrie intégrative de la Société suisse de pédiatrie traite de toutes les questions relatives à la médecine complémentaire et l’approche intégrative en pédiatrie, y compris l’organisation des formations et la coordination de la recherche.		The swiss interests group for integrative pediatrics of the swiss pediatric society deals with all issues related to complementary medicine and the integrative approach in pediatrics, including the organization of training and the coordination of research.	Huawei_AGI_run3				217670
