SEG_ID	Doc	Source	Tagged Source	Target	MT	Tagged_Target	Error Category	Severity	Annotator_ID
9	doc1	Conclusiones: la BIA genera una subestimación de la MG como la reportada, la cual se atenúa después de la reducción de peso, subestimando el peso perdido como MG y sobreestimando la pérdida de MLG.		Conclusions: BIA underestimates the FM as reported, which is reduced after weight reduction, underestimating the weight lost as MG and overestimating the loss of MLG.	talp_upc_run1	Conclusions: BIA underestimates the <tag>FM</tag> as reported, which is reduced after weight reduction, underestimating the weight lost as MG and overestimating the loss of MLG.	Terminology - Wrong term	Major	5658999
9	doc1	Conclusiones: la BIA genera una subestimación de la MG como la reportada, la cual se atenúa después de la reducción de peso, subestimando el peso perdido como MG y sobreestimando la pérdida de MLG.		Conclusions: BIA underestimates the FM as reported, which is reduced after weight reduction, underestimating the weight lost as MG and overestimating the loss of MLG.	talp_upc_run1	Conclusions: BIA underestimates the FM as reported, which is reduced after weight reduction, underestimating the <tag>weight lost</tag> as MG and overestimating the loss of MLG.	Linguistic Conventions - Grammar	Minor	5658999
10	doc1	Futuras investigaciones podrán evaluar si estos errores se reproducen con otros equipos de BIA.		Future investigations may assess whether these errors are replicated with other BIA teams.	talp_upc_run1	Future investigations may assess whether these errors are replicated with other BIA <tag>teams</tag>.	Terminology - Wrong term	Major	5658999
1	doc11	El presente estudio se realizó con el objetivo de construir y validar una forma corta del Inventario de Personalidad Narcisista (NPI).		The objective of this study was to construct and validate a short form of the Narcisista Personality Inventory (NPI).	talp_upc_run1	The objective of this study was to construct and validate a short form of the <tag>Narcisista</tag> Personality Inventory (NPI).	Terminology - Wrong term	Major	5658999
2	doc11	El NPI es la medida más ampliamente aplicada para la evaluación de los rasgos narcisistas de la personalidad y, por lo tanto, es de gran relevancia para muchas preguntas de investigación en personalidad y psicología social.		The NPI is the most widely applied measure for the assessment of narcissistic personality traits and is therefore of great relevance to many research questions on personality and social psychology.	talp_upc_run1				5658999
3	doc11	Para desarrollar la escala corta, primero encontramos la solución óptima de ocho ítems entre todas las combinaciones válidas de los ítems NPI-15 en una submuestra exploratoria		To develop the short scale, we first found the optimal solution of eight items among all valid combinations of NPI-15 items in an exploratory sub-sample	talp_upc_run1				5658999
4	doc11	(		(C)	talp_upc_run1	<tag>(C)</tag>	Accuracy - Addition	Neutral	5658999
1	doc13	Los entornos de RV no inmersivos se constituyen en la aplicación de menor interactividad en relación con las técnicas de realidad virtual, de modo que la interacción con el entorno de realidad virtual puede ocurrir de forma común en televisores 3D (TV-3D), sin que exista una inmersión total en el entorno.		Non-Immersive VR environments are less interactivity applied to virtual reality techniques, so interaction with the virtual reality environment can occur in common without 3D television immersion.	talp_upc_run1	Non-Immersive VR environments are <tag>less</tag> interactivity applied to virtual reality techniques, so interaction with the virtual reality environment can occur in common without 3D television immersion.	Accuracy - Mistranslation	Neutral	5659028
1	doc13	Los entornos de RV no inmersivos se constituyen en la aplicación de menor interactividad en relación con las técnicas de realidad virtual, de modo que la interacción con el entorno de realidad virtual puede ocurrir de forma común en televisores 3D (TV-3D), sin que exista una inmersión total en el entorno.		Non-Immersive VR environments are less interactivity applied to virtual reality techniques, so interaction with the virtual reality environment can occur in common without 3D television immersion.	talp_upc_run1	Non-Immersive VR environments are less interactivity applied to virtual reality techniques, so interaction with the virtual reality environment can occur <tag>in common</tag> without 3D television immersion.	Accuracy - Mistranslation	Major	5659028
2	doc13	Este estudio presenta cómo la exposición a la TV-3D, combinada con el registro fisiológico, puede inducir temor a las cucarachas en personas con diferentes niveles de miedo.		This study shows how exposure to TV-3D, combined with physiological registration, can induce fear of cockroaches in people with different levels of fear.	talp_upc_run1	This study shows how exposure to TV-3D, combined with physiological <tag>registration</tag>, can induce fear of cockroaches in people with different levels of fear.	Accuracy - Mistranslation	Neutral	5659028
5	doc13	Además, los participantes más temerosos son más propensos a desencadenar la aparición de cucarachas en el entorno de realidad virtual, debido a su aceleración cardíaca.		In addition, more fearful participants are more likely to trigger the emergence of cockroaches in the virtual reality environment due to their cardiac acceleration.	talp_upc_run1				5659028
6	doc13	Los resultados generales sugieren que nuestro entorno de RV es válido para inducir miedo a las cucarachas, con un potencial uso en el dominio terapéutico.		Overall results suggest that our VR environment is valid to induce fear of cockroaches, with potential use in the therapeutic domain.	talp_upc_run1				5659028
1	doc14	La infección por el virus SARS-CoV-2 y el desarrollo de todas las manifestaciones de COVID-19 predisponen a la enfermedad tromboembólica arterial y venosa.		Infection by the SARS-CoV-2 virus and the development of all manifestations of COVID-19 predispose to arterial and venous thromboembolic disease.	talp_upc_run1				5659028
2	doc14	El sistema de coagulación puede ser activado por diversos virus, entre ellos el SARS-CoV-2.		The coagulation system can be activated by various viruses, including SARS-CoV-2.	talp_upc_run1				5659028
3	doc14	El daño endotelial vascular, sumado al desarrollo de coagulación intravascular diseminada, afecta el pronóstico y la mortalidad de esta enfermedad.		Vascular endothelial damage, combined with the development of disseminated intravascular coagulation, affects the prognosis and mortality of this disease.	talp_upc_run1				5659028
4	doc14	El tratamiento está dirigido a la prevención, la detección temprana y las intervenciones oportunas de todas las alteraciones de la coagulación generadas por la COVID-19.		Treatment is aimed at prevention, early detection and timely intervention of all coagulation disorders generated by COVID-19.	talp_upc_run1				5659028
5	doc14	El anticoagulante recomendado es la heparina de bajo peso molecular, tomando en cuenta el aclaramiento de creatinina, y si se realizarán procedimientos invasivos mayores, la heparina no fraccionada es una opción segura.		The recommended anticoagulant is low molecular weight heparin, taking into account creatinine clearance, and if major invasive procedures are performed, unfractionated heparin is a safe option.	talp_upc_run1				5659028
1	doc15	A lo largo de la historia, las pandemias han tenido un gran impacto para la humanidad.		Throughout history, pandemics have had a great impact on humanity.	talp_upc_run1				5659028
2	doc15	Las medidas utilizadas para combatirlas causan daño colateral.		Measures used to combat them caused collateral damage.	talp_upc_run1				5659028
3	doc15	En la pandemia por COVID-19, las acciones generadas para disminuir la exposición, el número de contagios y la tasa de letalidad conllevan un enfoque en la reducción de la mortalidad, sin embargo el colapso del sistema de salud puede provocar un número aún mayor de muertos.	En la pandemia por COVID-19, las acciones generadas para disminuir la exposición, el número de contagios y la tasa de letalidad conllevan un enfoque en la reducción de la mortalidad, <tag>sin embargo el colapso del sistema de salud</tag> puede provocar un número aún mayor de muertos.	In the COVID-19 pandemic, the actions generated to reduce exposure, the number of infections and the death rate imply a focus on reducing mortality, but even more deaths can occur.	talp_upc_run1		Accuracy - Untranslated	Major	5659028
4	doc15	A su vez, tanto el personal médico como los pacientes se ven afectados por la desaceleración económica y el “efecto de la negatividad”.		In turn, both medical staff and patients are affected by the economic slowdown and the ""effect of negativity"".	talp_upc_run1				5659028
5	doc15	En este artículo de revisión se analizaron las diferentes herramientas para el control de la pandemia, su desarrollo en un contexto histórico y como impactan en la estratificación del riesgo para pacientes vulnerables (ancianos, pacientes con enfermedades crónico degenerativas y oncológicos).		This review article analysed the different tools for controlling the pandemic, its development in a historical context and how they impact risk stratification for vulnerable patients (elderly, chronically degenerative and oncological patients).	talp_upc_run1	This review article analysed the different tools <tag>for controlling the pandemic</tag>, its development in a historical context and how they impact risk stratification for vulnerable patients (elderly, chronically degenerative and oncological patients).	Accuracy - Mistranslation	Minor	5659028
2	doc18	Su presentación es la insuficiencia respiratoria aguda caracterizada por una hiperinflación del pulmón que conduce a un incremento de los capilares y permeabilidad epitelial, con pérdida de la aireación de tejido pulmonar e incremento de la rigidez pulmonar.		Its presentation is acute respiratory insufficiency characterized by hyperinflation of the lung leading to increased capillaries and epithelial permeability, with loss of aeration of lung tissue and increased pulmonary rigidity.	talp_upc_run1	Its presentation is acute respiratory insufficiency characterized by hyperinflation of the lung leading to <tag>increased</tag> capillaries and epithelial permeability, with loss of aeration of lung tissue and increased pulmonary rigidity.	Linguistic Conventions - Grammar	Neutral	5659028
3	doc18	Estas alteraciones conducen a desequilibrios entre la ventilación y la relación de perfusión, que finalmente resultan en hipoxemia y deterioro de la depuración de dióxido de carbono.		These alterations lead to imbalances between ventilation and the infusion ratio, which ultimately result in hypoxaemia and deterioration of carbon dioxide purification.	talp_upc_run1	These alterations lead to imbalances between ventilation and the infusion ratio, which ultimately result in hypoxaemia and deterioration of carbon dioxide <tag>purification</tag>.	Terminology - Wrong term	Neutral	5659028
3	doc18	Estas alteraciones conducen a desequilibrios entre la ventilación y la relación de perfusión, que finalmente resultan en hipoxemia y deterioro de la depuración de dióxido de carbono.		These alterations lead to imbalances between ventilation and the infusion ratio, which ultimately result in hypoxaemia and deterioration of carbon dioxide purification.	talp_upc_run1	These alterations lead to imbalances between ventilation and the <tag>infusion</tag> ratio, which ultimately result in hypoxaemia and deterioration of carbon dioxide purification.	Accuracy - Mistranslation	Major	5659028
4	doc18	Para la presente revisión se realizó una búsqueda en PubMed y Trip Database.		For the present review, a search was conducted in PubMed and Trip Database.	talp_upc_run1				5659028
5	doc18	Debido a la escasez de publicaciones no se utilizó un algoritmo de búsqueda específico.		Due to the scarcity of publications, a specific search algorithm was not used.	talp_upc_run1	Due to the <tag>scarcity</tag> of publications, a specific search algorithm was not used.	Terminology - Wrong term	Neutral	5659028
6	doc18	El objetivo es dar a conocer, de acuerdo con la evidencia y las recomendaciones de expertos nacionales e internacionales, el manejo hemodinámico y ventilatorio de estos pacientes.		The aim is to make known, in accordance with the evidence and recommendations of national and international experts, the hemodynamic and respiratory management of these patients.	talp_upc_run1				5659028
1	doc19	El objetivo de este trabajo fue medir la ocurrencia de multimorbilidad y estimar el número de individuos en la población brasileña, con 50 años o más, en riesgo de COVID-19 grave.		The objective of this work was to measure the occurrence of multimorbidity and to estimate the number of individuals in the Brazilian population, 50 years or older, at risk of serious COVID-19.	talp_upc_run1				5505645
2	doc19	Estudio transversal de base nacional, con datos del Estudio Brasileño Longitudinal del Envejecimiento (ELSI-Brasil), llevado a cabo en 2015-2016, con 9.412 individuos con 50 años o más.		This is a nationwide cross-sectional study, using data from the Brazilian Longitudinal Study on Ageing (ELSI-Brazil), conducted in 2015-2016, with 9,412 individuals aged 50 years or older.	talp_upc_run1				5505645
3	doc19	La multimorbilidad se caracterizó como ≥ 2 condiciones crónicas, en base a una lista de 15 morbilidades consideradas de riesgo para COVID-19 grave.		Multimorbidity was characterized as ≥ 2 chronic conditions, based on a list of 15 morbidities considered to be at risk for serious COVID-19.	talp_upc_run1				5505645
4	doc19	Los análisis incluyeron el cálculo de prevalencia y estimación del número absoluto de personas en la población en riesgo.		Analysis included estimation of prevalence and estimation of the absolute number of people at risk.	talp_upc_run1				5505645
5	doc19	La autoevaluación del estado de salud, fragilidad y actividades básicas de la vida diaria fueron utilizadas como marcadores de la situación de salud.		Self-evaluation of health status, frailty and basic activities of daily living were used as markers of health status.	talp_upc_run1				5505645
6	doc19	Sexo, edad, región geopolítica y escolaridad fueron usados como covariables.		Sex, age, geopolitical region and schooling were used as covariates.	talp_upc_run1				5505645
7	doc19	Cerca de un 80% de los individuos de la muestra presentaron por lo menos alguna de las morbilidades evaluadas, lo que representa cerca de 34 millones de individuos; la multimorbilidad fue referida por un 52% de la población en estudio, con mayor proporción en las regiones Centro, Sureste y Sur.	Cerca de un 80% de los individuos de la muestra presentaron por lo menos alguna de las morbilidades evaluadas, lo que representa cerca de 34 millones de individuos; la multimorbilidad fue referida por un 52% de la población en estudio, con mayor proporción <tag>en las regiones Centro, Sureste y Sur.</tag>	About 80% of the individuals in the sample had at least some of the morbidities assessed, representing about 34 million individuals; multimorbidity was reported by 52% of the study population, with the highest proportion	talp_upc_run1		Accuracy - Untranslated	Critical	5505645
8	doc19	Enfermedades cardiovasculares y obesidad fueron las enfermedades crónicas más frecuentes.		Cardiovascular diseases and obesity were the most frequent chronic diseases.	talp_upc_run1				5505645
9	doc19	Se estima que 2,4 millones de brasileños están en riesgo grave de salud.		An estimated 2.4 million Brazilians are at serious risk of health.	talp_upc_run1				5505645
10	doc19	Se observaron desigualdades según la escolaridad.		Inequalities were observed in terms of schooling.	talp_upc_run1				5505645
11	doc19	El número de personas con 50 años o más que presentan morbilidades de riesgo para la COVID-19 grave es elevado, tanto en términos relativos, como absolutos.		The number of people aged 50 and over who have risk morbilities for COVID-19 is high in both relative and absolute terms.	talp_upc_run1				5505645
12	doc19	La estimación presentada es importante para planear las estrategias de monitoreo de las personas con morbilidades crónicas y de prevención en el combate al nuevo coronavirus.		The estimate presented is important for planning strategies for monitoring people with chronic morbidities and prevention in combating the new coronavirus.	talp_upc_run1				5505645
1	doc2	El conflicto entre padres y adolescentes se ha estudiado como precursor de riesgos del desarrollo a nivel macro y a largo plazo y como resultado de los patrones de interacción a cada momento y a nivel micro.		The conflict between parents and adolescents has been studied as a precursor of macro and long-term development risks and as a result of the interaction patterns at each time and at the micro level.	talp_upc_run1	The conflict between parents and <tag>adolescents</tag> has been studied as a precursor of macro and long-term development risks and as a result of the interaction patterns at each time and at the micro level.	Style - Non-fluent	Minor	5505645
2	doc2	Sin embargo, los procesos a nivel familiar que subyacen al mantenimiento o a la regulación del conflicto en la vida diaria se pasan por alto en gran medida.		However, the family-level processes underlying the maintenance or regulation of conflict in daily life are largely ignored.	talp_upc_run1				5505645
3	doc2	Una comprensión a nivel meso del conflicto entre padres y adolescentes ofrece importantes conocimientos prácticos que tienen consecuencias directas para las intervenciones.		A moderate understanding of the conflict between parents and adolescents provides important practical knowledge that has direct implications for interventions.	talp_upc_run1				5505645
4	doc2	El presente estudio analiza los procesos recíprocos diarios y residuales en las experiencias de enfado y conflicto de los padres y los adolescentes.		This study analyses the daily and residual reciprocal processes in the experiences of anger and conflict among parents and adolescents.	talp_upc_run1				5505645
7	doc2	Una mayor comprensión de los patrones de interacción diaria y del mantenimiento del conflicto entre padres y adolescentes puede guiar intervenciones más informadas, orientadas y oportunas destinadas a mejorar las consecuencias de las secuencias problemáticas de conflicto entre padres y adolescentes.		Better understanding of daily patterns of interaction and maintenance of conflict between parents and adolescents can guide more informed, targeted and timely interventions to improve the impact of problematic sequences of conflict between parents and adolescents.	talp_upc_run1				5505645
1	doc22	Correlacionar la capacidad funcional y la calidad de vida de los ancianos hospitalizados en el servicio de urgencias.		To correlate the functional capacity and quality of life of elderly people hospitalized in the emergency department.	talp_upc_run1				5505645
2	doc22	Se trata de un estudio transversal y analítico, realizado con ancianos ingresados en el servicio de urgencias de un hospital universitario de la ciudad de São Paulo, entre diciembre de 2015 y enero de 2017.		This is a cross-sectional and analytical study, conducted with elderly people admitted to the emergency department of a university hospital in the city of São Paulo, between December 2015 and January 2017.	talp_upc_run1				5505645
3	doc22	Los datos fueron recolectados a través de entrevistas, utilizando un cuestionario estructurado, el Medical Outcome Study 36, el Indice de Katz de Independencia en las Actividades de la Vida Diaria y la medida de independencia funcional.		Data were collected through interviews, using a structured questionnaire, the Medical Outcome Study 36, the Katz Daily Living Independence Index and the Functional Independence Measure.	talp_upc_run1				5505645
4	doc22	Participaron 250 ancianos, con edad promedio de 71,9 años, varones (56,8%), color de piel blanca (67,2%), casados (54,0%), baja escolaridad (32,0%), rentas bajas (58,0%), con comorbilidades (81,2%) y proveedores a domicilio (53,6%).		Participants included 250 elderly persons, average age 71.9 years, males (56.8%), white skin colour (67.2%), married (54.0%), low schooling (32.0%), low incomes (58.0%)	talp_upc_run1	Participants included 250 elderly persons, average age 71.9 years, males (56.8%), white skin <tag>colour</tag> (67.2%), married (54.0%), low schooling (32.0%), low incomes (58.0%)	Linguistic Conventions - Spelling	Minor	5505645
5	doc22	Las dimensiones de calidad de vida más comprometidas fueron aspecto físico (11,4%), aspecto emocional (21,6%) y capacidad funcional (25,2%).		The most compromised quality of life dimensions were physical (11.4 per cent), emotional (21.6 per cent) and functional (25.2 per cent).	talp_upc_run1				5505645
6	doc22	En cuanto a la capacidad funcional, se caracterizó la independencia para las Actividades Básicas de la Vida Diaria y la dependencia moderada para las Actividades Instrumentales de la Vida Diaria.		In terms of functional capacity, independence for basic daily living activities and moderate dependence on instrumental daily living activities were characterized.	talp_upc_run1				5505645
7	doc22	Cuanto mayor sea la puntuación de la medida de independencia funcional, mayor será la puntuación de la calidad de vida.		The higher the score of the functional independence measure, the higher the quality of life score.	talp_upc_run1				5505645
1	doc26	Actualizar la estimación de la mortalidad atribuida al consumo de tabaco en Brasil en población de 35 y más años.		Update the estimate of mortality attributed to tobacco use in Brazil in the population aged 35 years and over.	talp_upc_run1				5505645
2	doc26	Se aplicó un método dependiente de prevalencia, basado en la fracción atribuida poblacional.		A dependent prevalence method was applied, based on the population assigned fraction.	talp_upc_run1				5505645
3	doc26	Este método estima la mortalidad atribuida a partir de la mortalidad observada en Brasil (fuente: Sistema de Información de Mortalidad del Sistema Único de Salud de Brasil-2016); de las prevalencias de fumadores, exfumadores y nunca fumadores (Encuesta Nacional de Salud de Brasil-2013) y del exceso de riesgo de morir (riesgo relativo) que tienen los fumadores y exfumadores en comparación con los nunca fumadores (5 estudios de cohortes norteamericanos).	Este método estima la mortalidad atribuida a partir de la mortalidad observada en Brasil (fuente: Sistema de Información de Mortalidad del Sistema Único de Salud de Brasil-2016); de las prevalencias de fumadores, exfumadores y nunca fumadores (Encuesta Nacional de Salud <tag>de Brasil-2013) y del exceso de riesgo de morir (riesgo relativo) que tienen los fumadores y exfumadores en comparación con los nunca fumadores (5 estudios de cohortes norteamericanos).</tag>	This method estimates the mortality attributed to the mortality observed in Brazil (source: Brazilian Unified Health System Mortality Information System, 2016); prevalence of smokers, former smokers and never smokers (2013 National Health Survey)	talp_upc_run1		Accuracy - Untranslated	Critical	5505645
4	doc26	Se presentan estimaciones de mortalidad atribuida globales, por sexo, grupo de edad (35-54; 55-64; 65-74 y 75 años en adelante) y 3 grupos de enfermedades: tumores malignos, enfermedades cardiometabólicas y respiratorias.		Estimates of overall attributed mortality by sex, age group (35-54; 55-64; 65-74 and 75 years) and 3 groups of diseases are presented: Malignant tumours, cardiometabolic and respiratory diseases.	talp_upc_run1	Estimates of overall attributed mortality by sex, age group (35-54; 55-64; 65-74 and 75 years) and 3 groups of diseases are presented: <tag>Malignant</tag> tumours, cardiometabolic and respiratory diseases.	Linguistic Conventions - Punctuation	Neutral	5505645
5	doc26	En 2016, el consumo de tabaco causó con 163.831 muertes en Brasil, el 67% (109.369) fue en hombres y cuatro de cada diez (62.791) sucedieron antes de los 65 años.		In 2016, tobacco consumption caused 163,831 deaths in Brazil, 67 per cent (109,369) were among men and four out of ten (62,791) occurred before the age of 65.	talp_upc_run1				5505645
6	doc26	El 42% de la mortalidad atribuida se asocia a enfermedades cardiometabólicas, seguidas de respiratorias (34%) y tumorales (24%), sin diferencias por sexo.		Forty-two per cent of attributed mortality is associated with cardiometabolic diseases, followed by respiratory (34 per cent) and tumour (24 per cent), with no gender differences.	talp_upc_run1				5505645
7	doc26	El 14% de las muertes que sucedieron en Brasil durante 2016 en población de 35 y más años se atribuye al consumo de tabaco.		Fourteen per cent of deaths in Brazil during 2016 in the population aged 35 and over are attributable to tobacco consumption.	talp_upc_run1				5505645
8	doc26	Realizar de forma periódica estimaciones de MA es necesario para valorar y fortalecer las leyes de control de tabaquismo implantadas.		Regular MA estimates are necessary to assess and strengthen the tobacco control laws in place.	talp_upc_run1				5505645
2	doc27	Recientemente, la Agencia Europea del Medicamento ha autorizado el empleo de fármacos inmunoterápicos para el tratamiento de esta patología en estadío metastásico.		Recently, the European Medicines Agency has authorized the use of immunotherapy drugs for the treatment of this disease in a metastatic stage.	talp_upc_run1				5505645
3	doc27	Este artículo tiene como objeto el análisis de los ensayos clínicos que permitieron dicha autorización, así como la revisión de nuevas terapias para el tratamiento del carcinoma urotelial localmente avanzado o metastásico.MÉTODO: Búsqueda bibliográfica realizada en Pub-Med y ClinicalTrials.gov mediante la combinación de las palabras clave, en español e inglés: “carcinoma urotelial”, “cáncer de vejiga”, “localmente avanzado”,“metastásico”, “inmunoterapia”, “CTLA-4”, “PD1”, “PDL-1”, “atezolizumab”, “nivolumab”, “ipilimubab”, “pembrolizumab”,“avelumab”, “durvalumab”, “tremelimumab”, “terapia antiangiogénica”, “terapia molecular dirigida” e “inhibidores VEGF”.		The purpose of this article is to analyse the clinical trials that allowed such authorization, and to review new therapies for the treatment of locally advanced or metastatic urothelial carcinoma "".	talp_upc_run1	The purpose of this article is to analyse the clinical trials that allowed such authorization, and to review new therapies for the treatment of locally advanced or metastatic urothelial carcinoma <tag>""</tag>.	Linguistic Conventions - Punctuation	Minor	5505645
3	doc27	Este artículo tiene como objeto el análisis de los ensayos clínicos que permitieron dicha autorización, así como la revisión de nuevas terapias para el tratamiento del carcinoma urotelial localmente avanzado o metastásico.MÉTODO: Búsqueda bibliográfica realizada en Pub-Med y ClinicalTrials.gov mediante la combinación de las palabras clave, en español e inglés: “carcinoma urotelial”, “cáncer de vejiga”, “localmente avanzado”,“metastásico”, “inmunoterapia”, “CTLA-4”, “PD1”, “PDL-1”, “atezolizumab”, “nivolumab”, “ipilimubab”, “pembrolizumab”,“avelumab”, “durvalumab”, “tremelimumab”, “terapia antiangiogénica”, “terapia molecular dirigida” e “inhibidores VEGF”.	Este artículo tiene como objeto el análisis de los ensayos clínicos que permitieron dicha autorización, así como la revisión de nuevas terapias para el tratamiento del carcinoma urotelial localmente avanzado o metastásico.<tag>MÉTODO: Búsqueda bibliográfica realizada en Pub-Med y ClinicalTrials.gov mediante la combinación de las palabras clave, en español e inglés: “carcinoma urotelial”, “cáncer de vejiga”, “localmente avanzado”,“metastásico”, “inmunoterapia”, “CTLA-4”, “PD1”, “PDL-1”, “atezolizumab”, “nivolumab”, “ipilimubab”, “pembrolizumab”,“avelumab”, “durvalumab”, “tremelimumab”, “terapia antiangiogénica”, “terapia molecular dirigida” e “inhibidores VEGF”.</tag>	The purpose of this article is to analyse the clinical trials that allowed such authorization, and to review new therapies for the treatment of locally advanced or metastatic urothelial carcinoma "".	talp_upc_run1		Accuracy - Untranslated	Critical	5505645
5	doc27	Actualmente, están en curso estudios comparativos de terapias quimioterápicas frente a inmunoterapia, así como múltiples combinaciones que buscan efecto aditivo con fármacos antiangiogénicos o terapias dirigidas.		Comparative studies of chemotherapy therapies versus immunotherapy are currently under way, as are multiple combinations seeking additive effects with antiangiogenic drugs or targeted therapies.	talp_upc_run1				5505645
1	doc28	El trauma del órgano vascular periférico es una condición muy frecuente en los conflictos militares.		The trauma of the peripheral vascular organ is a very frequent condition in military conflicts.	talp_upc_run1				5505645
2	doc28	Por fortuna, la comprensión integral de la fisiopatología local y sistémica, en adición al desarrollo de técnicas quirúrgicas innovadoras y avances tecnológicos, ha mejorado el pronóstico relativo a la sobrevida y la conservación anatómica y funcional de las extremidades.		Fortunately, a comprehensive understanding of local and systemic pathophysiology, in addition to the development of innovative surgical techniques and technological advances, has improved survival forecasts and anatomical and functional limb conservation.	talp_upc_run1				5505645
