SEG_ID	Doc	Source	Tagged Source	Target	MT	Tagged_Target	Error Category	Severity	Annotator_ID
2	doc11	El NPI es la medida más ampliamente aplicada para la evaluación de los rasgos narcisistas de la personalidad y, por lo tanto, es de gran relevancia para muchas preguntas de investigación en personalidad y psicología social.		The NPI is the most widely applied measure for the assessment of narcissistic personality traits and is therefore of great relevance for many research questions in personality and social psychology.	TMT_run1				5119698
3	doc11	Para desarrollar la escala corta, primero encontramos la solución óptima de ocho ítems entre todas las combinaciones válidas de los ítems NPI-15 en una submuestra exploratoria		To develop the short scale, we first found the optimal eight-item solution among all valid combinations of NPI-15 items in an exploratory subsample	TMT_run1				5119698
4	doc11	(		(	TMT_run1				5119698
1	doc13	Los entornos de RV no inmersivos se constituyen en la aplicación de menor interactividad en relación con las técnicas de realidad virtual, de modo que la interacción con el entorno de realidad virtual puede ocurrir de forma común en televisores 3D (TV-3D), sin que exista una inmersión total en el entorno.		Non-immersive VR environments constitute the application of less interactivity in relation to virtual reality techniques, so that interaction with the virtual reality environment can commonly occur in 3D televisions (TV-3D), without total immersion in the environment.	TMT_run1	Non-immersive VR environments constitute the application of less interactivity in relation to virtual reality <tag>techniques,</tag> so that interaction with the virtual reality environment can commonly occur in 3D televisions (TV-3D), without total immersion in the environment.	Linguistic Conventions - Punctuation	Neutral	5119698
2	doc13	Este estudio presenta cómo la exposición a la TV-3D, combinada con el registro fisiológico, puede inducir temor a las cucarachas en personas con diferentes niveles de miedo.		This study presents how exposure to TV-3D, combined with physiological recording, can induce fear of cockroaches in people with different levels of fear.	TMT_run1				5119698
3	doc13	Treinta y seis participantes, divididos en tres grupos según su nivel de miedo a las cucarachas, fueron expuestos a un entorno de realidad virtual con cucarachas, durante 4 minutos, mientras se registraba su actividad cardíaca, que fue usada como entrada para el entorno de realidad virtual.		Thirty-six participants, divided into three groups according to their level of fear of cockroaches, were exposed to a virtual reality environment with cockroaches for 4 minutes, while their cardiac activity was recorded, which was used as input to the virtual reality environment.	TMT_run1	Thirty-six participants, divided into three groups according to their level of fear of cockroaches, were exposed to a virtual reality environment with cockroaches for 4 <tag>minutes,</tag> while their cardiac activity was recorded, which was used as input to the virtual reality environment.	Linguistic Conventions - Punctuation	Neutral	5119698
4	doc13	Los resultados revelaron efectos significativos en las medidas tomadas por autorreporte y en la frecuencia cardíaca de diferentes grupos temerosos a las cucarachas.		Results revealed significant effects on self-reported measures and heart rate of different groups fearful of cockroaches.	TMT_run1	Results revealed significant effects on self-reported measures and heart <tag>rate</tag> of different groups fearful of cockroaches.	Linguistic Conventions - Grammar	Neutral	5119698
5	doc13	Además, los participantes más temerosos son más propensos a desencadenar la aparición de cucarachas en el entorno de realidad virtual, debido a su aceleración cardíaca.		Moreover, more fearful participants are more likely to trigger the appearance of cockroaches in the virtual reality environment, due to their cardiac acceleration.	TMT_run1	Moreover, more fearful participants are more likely to trigger the appearance of cockroaches in the virtual reality <tag>environment,</tag> due to their cardiac acceleration.	Linguistic Conventions - Punctuation	Neutral	5119698
6	doc13	Los resultados generales sugieren que nuestro entorno de RV es válido para inducir miedo a las cucarachas, con un potencial uso en el dominio terapéutico.		Overall results suggest that our VR environment is valid for inducing fear of cockroaches, with potential use in the therapeutic domain.	TMT_run1				5119698
1	doc14	La infección por el virus SARS-CoV-2 y el desarrollo de todas las manifestaciones de COVID-19 predisponen a la enfermedad tromboembólica arterial y venosa.		SARS-CoV-2 virus infection and the development of all manifestations of COVID-19 predispose to arterial and venous thromboembolic disease.	TMT_run1				5119698
2	doc14	El sistema de coagulación puede ser activado por diversos virus, entre ellos el SARS-CoV-2.		The coagulation system can be activated by several viruses, including SARS-CoV-2.	TMT_run1				5119698
3	doc14	El daño endotelial vascular, sumado al desarrollo de coagulación intravascular diseminada, afecta el pronóstico y la mortalidad de esta enfermedad.		Vascular endothelial damage, in addition to the development of disseminated intravascular coagulation, affects the prognosis and mortality of this disease.	TMT_run1				5119698
4	doc14	El tratamiento está dirigido a la prevención, la detección temprana y las intervenciones oportunas de todas las alteraciones de la coagulación generadas por la COVID-19.		Treatment is aimed at the prevention, early detection and timely interventions of all coagulation disorders generated by COVID-19.	TMT_run1	Treatment is aimed at the prevention, early detection and timely <tag>interventions</tag> of all coagulation disorders generated by COVID-19.	Linguistic Conventions - Grammar	Neutral	5119698
5	doc14	El anticoagulante recomendado es la heparina de bajo peso molecular, tomando en cuenta el aclaramiento de creatinina, y si se realizarán procedimientos invasivos mayores, la heparina no fraccionada es una opción segura.		The recommended anticoagulant is low molecular weight heparin, taking into account creatinine clearance, and if major invasive procedures are to be performed, unfractionated heparin is a safe option.	TMT_run1				5119698
1	doc15	A lo largo de la historia, las pandemias han tenido un gran impacto para la humanidad.		Throughout history, pandemics have had a great impact on humanity.	TMT_run1				5119698
2	doc15	Las medidas utilizadas para combatirlas causan daño colateral.		The measures used to combat them cause collateral damage.	TMT_run1				5119698
3	doc15	En la pandemia por COVID-19, las acciones generadas para disminuir la exposición, el número de contagios y la tasa de letalidad conllevan un enfoque en la reducción de la mortalidad, sin embargo el colapso del sistema de salud puede provocar un número aún mayor de muertos.		During the COVID-19 pandemic, the actions generated to reduce exposure, the number of infections and the case fatality rate entail a focus on reducing mortality, however the collapse of the health system can lead to an even greater number of deaths.	TMT_run1	During the COVID-19 pandemic, the actions generated to reduce exposure, the number of infections and the case fatality rate entail a focus on reducing mortality, <tag>however</tag> the collapse of the health system can lead to an even greater number of deaths.	Linguistic Conventions - Punctuation	Minor	5673352
4	doc15	A su vez, tanto el personal médico como los pacientes se ven afectados por la desaceleración económica y el “efecto de la negatividad”.		In turn, both medical staff and patients are affected by the economic slowdown and the “negativity effect.” 	TMT_run1				5119698
5	doc15	En este artículo de revisión se analizaron las diferentes herramientas para el control de la pandemia, su desarrollo en un contexto histórico y como impactan en la estratificación del riesgo para pacientes vulnerables (ancianos, pacientes con enfermedades crónico degenerativas y oncológicos).		In this review article we analyzed the different tools for pandemic control, their development in a historical context and how they impact risk stratification for vulnerable patients (elderly, patients with chronic degenerative and oncological diseases).	TMT_run1	In this review <tag>article</tag> we analyzed the different tools for pandemic control, their development in a historical context and how they impact risk stratification for vulnerable patients (elderly, patients with chronic degenerative and oncological diseases).	Linguistic Conventions - Punctuation	Neutral	5119698
5	doc15	En este artículo de revisión se analizaron las diferentes herramientas para el control de la pandemia, su desarrollo en un contexto histórico y como impactan en la estratificación del riesgo para pacientes vulnerables (ancianos, pacientes con enfermedades crónico degenerativas y oncológicos).		In this review article we analyzed the different tools for pandemic control, their development in a historical context and how they impact risk stratification for vulnerable patients (elderly, patients with chronic degenerative and oncological diseases).	TMT_run1	In this review article we analyzed the different tools for pandemic control, their development in a historical <tag>context</tag> and how they impact risk stratification for vulnerable patients (elderly, patients with chronic degenerative and oncological diseases).	Linguistic Conventions - Punctuation	Neutral	5119698
1	doc18	El coronavirus del síndrome respiratorio agudo grave 2 (SARS-CoV-2, conocido previamente como nCoV-2019) es el agente causal de una nueva enfermedad denominada COVID-19 (COronaVIrus Disease 2019) por la Organización Mundial de la Salud.		The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2, previously known as nCoV-2019) is the causative agent of a new disease called COVID-19 (COronaVIrus Disease 2019) by the World Health Organization.	TMT_run1				5119698
2	doc18	Su presentación es la insuficiencia respiratoria aguda caracterizada por una hiperinflación del pulmón que conduce a un incremento de los capilares y permeabilidad epitelial, con pérdida de la aireación de tejido pulmonar e incremento de la rigidez pulmonar.		Its presentation is acute respiratory failure characterized by hyperinflation of the lung that leads to increased capillaries and epithelial permeability, with loss of aeration of lung tissue and increased pulmonary stiffness.	TMT_run1				5119698
3	doc18	Estas alteraciones conducen a desequilibrios entre la ventilación y la relación de perfusión, que finalmente resultan en hipoxemia y deterioro de la depuración de dióxido de carbono.		These alterations lead to imbalances between ventilation and perfusion ratio, which ultimately result in hypoxemia and impaired carbon dioxide clearance.	TMT_run1				5119698
4	doc18	Para la presente revisión se realizó una búsqueda en PubMed y Trip Database.		For the present review, a search was conducted in PubMed and Trip Database.	TMT_run1				5119698
5	doc18	Debido a la escasez de publicaciones no se utilizó un algoritmo de búsqueda específico.		Due to the scarcity of publications, a specific search algorithm was not used.	TMT_run1				5119698
6	doc18	El objetivo es dar a conocer, de acuerdo con la evidencia y las recomendaciones de expertos nacionales e internacionales, el manejo hemodinámico y ventilatorio de estos pacientes.		The objective is to make known, according to the evidence and recommendations of national and international experts, the hemodynamic and ventilatory management of these patients.	TMT_run1				5119698
1	doc19	El objetivo de este trabajo fue medir la ocurrencia de multimorbilidad y estimar el número de individuos en la población brasileña, con 50 años o más, en riesgo de COVID-19 grave.		This study aimed to measure the occurrence of multimorbidity and estimate the number of individuals in the Brazilian population, aged 50 years or older, at risk of severe COVID-19.	TMT_run1				5119698
2	doc19	Estudio transversal de base nacional, con datos del Estudio Brasileño Longitudinal del Envejecimiento (ELSI-Brasil), llevado a cabo en 2015-2016, con 9.412 individuos con 50 años o más.		Cross-sectional study of national basis, with data from the Brazilian Longitudinal Study of Aging (ELSI-Brazil), conducted in 2015-2016, with 9,412 individuals aged 50 years or older.	TMT_run1	<tag>Cross-sectional</tag> study of national basis, with data from the Brazilian Longitudinal Study of Aging (ELSI-Brazil), conducted in 2015-2016, with 9,412 individuals aged 50 years or older.	Linguistic Conventions - Grammar	Neutral	5119698
3	doc19	La multimorbilidad se caracterizó como ≥ 2 condiciones crónicas, en base a una lista de 15 morbilidades consideradas de riesgo para COVID-19 grave.		Multimorbidity was characterized as ≥ 2 chronic conditions, based on a list of 15 morbidities considered at risk for severe COVID-19.	TMT_run1				5119698
4	doc19	Los análisis incluyeron el cálculo de prevalencia y estimación del número absoluto de personas en la población en riesgo.		The analyses included calculating prevalence and estimating the absolute number of people in the population at risk.	TMT_run1				5119698
5	doc19	La autoevaluación del estado de salud, fragilidad y actividades básicas de la vida diaria fueron utilizadas como marcadores de la situación de salud.		Self-assessment of health status, frailty and basic activities of daily living were used as markers of the health situation.	TMT_run1	Self-assessment of health status, <tag>frailty</tag> and basic activities of daily living were used as markers of the health situation.	Linguistic Conventions - Punctuation	Neutral	5119698
6	doc19	Sexo, edad, región geopolítica y escolaridad fueron usados como covariables.		Gender, age, geopolitical region and schooling were used as covariates.	TMT_run1	Gender, age, geopolitical <tag>region</tag> and schooling were used as covariates.	Linguistic Conventions - Punctuation	Neutral	5119698
7	doc19	Cerca de un 80% de los individuos de la muestra presentaron por lo menos alguna de las morbilidades evaluadas, lo que representa cerca de 34 millones de individuos; la multimorbilidad fue referida por un 52% de la población en estudio, con mayor proporción en las regiones Centro, Sureste y Sur.		About 80% of the individuals in the sample presented at least some of the morbidities evaluated, which represents about 34 million individuals; multimorbidity was reported by 52% of the study population, with a higher proportion in the Central, Southeast and South regions.	TMT_run1	About 80% of the individuals in the sample presented at least some of the morbidities evaluated, which represents about 34 million individuals; multimorbidity was reported by 52% of the study population, with a higher proportion in the Central, <tag>Southeast</tag> and South regions.	Linguistic Conventions - Punctuation	Neutral	5119698
8	doc19	Enfermedades cardiovasculares y obesidad fueron las enfermedades crónicas más frecuentes.		Cardiovascular diseases and obesity were the most frequent chronic diseases.	TMT_run1				5119698
9	doc19	Se estima que 2,4 millones de brasileños están en riesgo grave de salud.		It is estimated that 2.4 million Brazilians are at serious health risk.	TMT_run1				5119698
10	doc19	Se observaron desigualdades según la escolaridad.		Inequalities were observed according to schooling.	TMT_run1				5119698
11	doc19	El número de personas con 50 años o más que presentan morbilidades de riesgo para la COVID-19 grave es elevado, tanto en términos relativos, como absolutos.		The number of people aged 50 years or older who presented risk morbidities for severe COVID-19 is high, both in relative and absolute terms.	TMT_run1				5119698
12	doc19	La estimación presentada es importante para planear las estrategias de monitoreo de las personas con morbilidades crónicas y de prevención en el combate al nuevo coronavirus.		The estimate is important for planning strategies to monitor people with chronic morbidities and prevention in the fight against the new coronavirus.	TMT_run1				5119698
1	doc2	El conflicto entre padres y adolescentes se ha estudiado como precursor de riesgos del desarrollo a nivel macro y a largo plazo y como resultado de los patrones de interacción a cada momento y a nivel micro.		Conflict between parents and adolescents has been studied as a precursor of developmental risks at the macro and long-term levels and as a result of interaction patterns at each moment and at the micro level.	TMT_run1	<tag>Conflict</tag> between parents and adolescents has been studied as a precursor of developmental risks at the macro and long-term levels and as a result of interaction patterns at each moment and at the micro level.	Linguistic Conventions - Grammar	Neutral	5119698
2	doc2	Sin embargo, los procesos a nivel familiar que subyacen al mantenimiento o a la regulación del conflicto en la vida diaria se pasan por alto en gran medida.		However, processes at the family level that underlie the maintenance or regulation of conflict in daily life are largely overlooked.	TMT_run1				5119698
3	doc2	Una comprensión a nivel meso del conflicto entre padres y adolescentes ofrece importantes conocimientos prácticos que tienen consecuencias directas para las intervenciones.		A meso-level understanding of the conflict between parents and adolescents offers important practical knowledge that has direct consequences for interventions.	TMT_run1				5119698
4	doc2	El presente estudio analiza los procesos recíprocos diarios y residuales en las experiencias de enfado y conflicto de los padres y los adolescentes.		The present study analyzes the daily and residual reciprocal processes in the anger and conflict experiences of parents and adolescents.	TMT_run1				5119698
5	doc2	Se analizaron los datos de los registros diarios proporcionados por las díadas padre-adolescente (N= 151) de dos hogares de cuidadores (adolescentes: 61.59 % sexo femenino, edad promedio= 14.60 años) durante 21 días utilizando un modelo multivariado y multinivel de Poisson para evaluar el principio de causalidad circular en el conflicto y el enfado diarios de los padres y los adolescentes.		We analyzed data from daily records provided by parent-adolescent dyads (N= 151) from two caregiver households (adolescents: 61.59 % female sex, mean age= 14.60 years) over 21 days using a multivariate and multilevel Poisson model to assess the principle of circular causality in the daily conflict and anger of parents and adolescents.	TMT_run1				5119698
6	doc2	Los resultados ofrecen respaldo empírico para la teoría, ya que sugieren que el enfado y el conflicto de los padres y los adolescentes existen juntos en un círculo vicioso en el cual el conflicto es tanto una consecuencia del enfado anterior como un antecedente del enfado futuro, tanto dentro como entre las personas.		The results offer empirical support for the theory, as they suggest that parental and adolescent anger and conflict exist together in a vicious circle in which conflict is both a consequence of previous anger and a antecedent of future anger, both within and among people.	TMT_run1	The results offer empirical support for the theory, as they suggest that parental and adolescent anger and conflict exist together in a vicious circle in which conflict is both a consequence of previous anger and <tag>a</tag> antecedent of future anger, both within and among people.	Linguistic Conventions - Grammar	Major	5673352
6	doc2	Los resultados ofrecen respaldo empírico para la teoría, ya que sugieren que el enfado y el conflicto de los padres y los adolescentes existen juntos en un círculo vicioso en el cual el conflicto es tanto una consecuencia del enfado anterior como un antecedente del enfado futuro, tanto dentro como entre las personas.	Los resultados ofrecen respaldo empírico para la teoría, ya que sugieren que el enfado y el conflicto de los padres y los adolescentes <tag>existen juntos</tag> en un círculo vicioso en el cual el conflicto es tanto una consecuencia del enfado anterior como un antecedente del enfado futuro, tanto dentro como entre las personas.	The results offer empirical support for the theory, as they suggest that parental and adolescent anger and conflict exist together in a vicious circle in which conflict is both a consequence of previous anger and a antecedent of future anger, both within and among people.	TMT_run1			Major	5673352
7	doc2	Una mayor comprensión de los patrones de interacción diaria y del mantenimiento del conflicto entre padres y adolescentes puede guiar intervenciones más informadas, orientadas y oportunas destinadas a mejorar las consecuencias de las secuencias problemáticas de conflicto entre padres y adolescentes.		A greater understanding of the patterns of daily interaction and maintenance of conflict between parents and adolescents can guide more informed, oriented and timely interventions aimed at improving the consequences of problematic sequences of conflict between parents and adolescents.	TMT_run1	A greater understanding of the patterns of daily interaction and maintenance of conflict between parents and adolescents can guide more informed, <tag>oriented</tag> and timely interventions aimed at improving the consequences of problematic sequences of conflict between parents and adolescents.	Linguistic Conventions - Punctuation	Neutral	5119698
1	doc22	Correlacionar la capacidad funcional y la calidad de vida de los ancianos hospitalizados en el servicio de urgencias.		To correlate the functional capacity and quality of life of the elderly hospitalized in the emergency department.	TMT_run1				5119698
2	doc22	Se trata de un estudio transversal y analítico, realizado con ancianos ingresados en el servicio de urgencias de un hospital universitario de la ciudad de São Paulo, entre diciembre de 2015 y enero de 2017.		This is a cross-sectional and analytical study, conducted with elderly admitted to the emergency department of a university hospital in the city of São Paulo, between December 2015 and January 2017.	TMT_run1	This is a cross-sectional and analytical study, conducted with <tag>elderly</tag> admitted to the emergency department of a university hospital in the city of São Paulo, between December 2015 and January 2017.	Accuracy - Mistranslation	Major	5673352
2	doc22	Se trata de un estudio transversal y analítico, realizado con ancianos ingresados en el servicio de urgencias de un hospital universitario de la ciudad de São Paulo, entre diciembre de 2015 y enero de 2017.		This is a cross-sectional and analytical study, conducted with elderly admitted to the emergency department of a university hospital in the city of São Paulo, between December 2015 and January 2017.	TMT_run1	This is a cross-sectional and analytical study, conducted with elderly admitted to the emergency <tag>department</tag> of a university hospital in the city of São Paulo, between December 2015 and January 2017.	Accuracy - Mistranslation	Major	5673352
3	doc22	Los datos fueron recolectados a través de entrevistas, utilizando un cuestionario estructurado, el Medical Outcome Study 36, el Indice de Katz de Independencia en las Actividades de la Vida Diaria y la medida de independencia funcional.		Data were collected through interviews, using a structured questionnaire, the Medical Outcome Study 36, the Katz Index of Independence in Activities of Daily Living and the measure of functional independence.	TMT_run1	Data were collected through interviews, using a structured questionnaire, the Medical Outcome Study 36, the Katz Index of Independence in Activities of Daily <tag>Living</tag> and the measure of functional independence.	Linguistic Conventions - Punctuation	Neutral	5119698
4	doc22	Participaron 250 ancianos, con edad promedio de 71,9 años, varones (56,8%), color de piel blanca (67,2%), casados (54,0%), baja escolaridad (32,0%), rentas bajas (58,0%), con comorbilidades (81,2%) y proveedores a domicilio (53,6%).		A total of 250 elderly participated, with an mean age of 71.9 years, males (56.8%), white skin color (67.2%), married (54.0%), low schooling (32.0%), low income (58.0%), with comorbidities (81.2%) and home providers (53.6%).	TMT_run1	A total of 250 elderly participated, with <tag>an mean</tag> age of 71.9 years, males (56.8%), white skin color (67.2%), married (54.0%), low schooling (32.0%), low income (58.0%), with comorbidities (81.2%) and home providers (53.6%).	Linguistic Conventions - Grammar	Neutral	5119698
5	doc22	Las dimensiones de calidad de vida más comprometidas fueron aspecto físico (11,4%), aspecto emocional (21,6%) y capacidad funcional (25,2%).		The most compromised dimensions of quality of life were physical aspect (11.4%), emotional aspect (21.6%) and functional capacity (25.2%).	TMT_run1				5673352
6	doc22	En cuanto a la capacidad funcional, se caracterizó la independencia para las Actividades Básicas de la Vida Diaria y la dependencia moderada para las Actividades Instrumentales de la Vida Diaria.		Regarding functional capacity, independence for Basic Activities of Daily Living and moderate dependence for Instrumental Activities of Daily Living were characterized.	TMT_run1	Regarding functional capacity, independence for Basic Activities of Daily Living and moderate dependence <tag>for</tag> Instrumental Activities of Daily Living were characterized.	Linguistic Conventions - Grammar	Neutral	5119698
7	doc22	Cuanto mayor sea la puntuación de la medida de independencia funcional, mayor será la puntuación de la calidad de vida.		The higher the score of the functional independence measure, the higher the quality of life score.	TMT_run1				5673352
8	doc22	Cuanto más independientes son los ancianos, mejor es su calidad de vida.		The more independent the elderly are, the better their quality of life.	TMT_run1				5119698
1	doc26	Actualizar la estimación de la mortalidad atribuida al consumo de tabaco en Brasil en población de 35 y más años.		To update the estimate of mortality attributed to tobacco use in Brazil in a population aged 35 and over.	TMT_run1				5119698
2	doc26	Se aplicó un método dependiente de prevalencia, basado en la fracción atribuida poblacional.		A prevalence-dependent method was applied, based on the population attributed fraction.	TMT_run1				5673352
